legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
corporate_communications_draft_letter.php	root	corporate_communications_draft_letter	'.$contente.'	corporate communications draft letter	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_replies,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply		yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
corporate_communications_form.php	root	corporate_communications_form		corporate communications form	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_receipt_reports,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		update,send,reply	2	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_form_reply.php	root	corporate_communications_form_reply	ALHAMMADI	corporate communications form reply	authenticated/unknown			complaints,corporate_communications,corporate_communications_action,corporate_communications_attachments,corporate_communications_replies,corporate_communications_replies_attachments,corporate_communications_timeline	corporate_communications_form_reply.php?id=<?php echo hh_html($_GET[	create,update,delete,reply	3,2,5	yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,OpensslEncryptDecrypt.php,form_token.php,corporate_communications_form_reply.php,index.php,corporate_communications_form_reply_result.php,corporate_communications_reletter.php,corporate_communications_letter_preview.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; file handling/ref
corporate_communications_form_reply_result.php	root	corporate_communications_form_reply_result	ALHAMMADI | NEWBORNS	corporate communications form reply result	authenticated/unknown			complaints,complaints_reply		update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_reply_form.php	yes	review	outbound-linked	unknown	ajax; file handling/ref
corporate_communications_form_returned.php	root	corporate_communications_form_returned		corporate communications form returned	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_action,corporate_communications_receipt_reports,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		update,send,reply	5	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,corporate_communications_form_reply.php,barcode.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf; file handling/ref
corporate_communications_form_returned_direction_pdf.php	root	corporate_communications_form_returned_direction_pdf		corporate communications form returned direction pdf	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_action,corporate_communications_replies,corporate_communications_sectors,corporate_communications_sendertitle,corporate_communications_shipment_request_document,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	9,4,7	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
corporate_communications_form_returned_pdf.php	root	corporate_communications_form_returned_pdf		corporate communications form returned pdf	authenticated/unknown		branch	companies_groups,corporate_communications,corporate_communications_action,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,html,ra_users		send,reply	5	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
corporate_communications_get_date.php	root	corporate_communications_get_date		corporate communications get date	authenticated/unknown							no	no		no	review	unresolved	unknown	
corporate_communications_letter.php	root	corporate_communications_letter	'.$contente.'	corporate communications letter	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_replies,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	1	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
corporate_communications_letter_no_header.php	root	corporate_communications_letter_no_header	'.$contente.'	corporate communications letter no header	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_replies,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,government_circulars_sections,government_circulars_sections_administrators,html,ra_users		send,reply	1	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
corporate_communications_letter_preview.php	root	corporate_communications_letter_preview	'.$contente.'	corporate communications letter preview	authenticated/unknown		branch	companies_groups_general,corporate_communications,corporate_communications_sectors,corporate_communications_sendertitle,government_circulars_issuing_authority,government_circulars_issuing_authority_classification,government_circulars_receiving_mechanism,html,ra_users	corporate_communications_letter_preview.php?id=<?php echo $ex[0]; ?>|2	send,reply	1	yes	yes	hr_session.php,autoload.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,OpensslEncryptDecrypt.php,index.php,corporate_communications_letter_preview.php,corporate_communications_form.php,barcode.php	yes	review	outbound-linked	unknown	form; ajax; print/pdf; file handling/ref
corporate_communications_outgoing_letters.php	root	corporate_communications_outgoing_letters	Al Hammadi Hospitals Group	corporate communications outgoing letters	authenticated/unknown		company,branch	and,branches,branches_departments,certificate_upload,companies_groups,corporate_communications_outgoing_letters,corporate_communications_outgoing_letters_action,corporate_communications_outgoing_letters_attachments,corporate_communications_outgoing_letters_deliver_to_agency,corporate_communications_outgoing_letters_deliver_to_postal,corporate_communications_outgoing_letters_replies,corporate_communications_outgoing_letters_return_by_employee,corporate_communications_outgoing_letters_return_shipment,corporate_communications_outgoing_letters_shipment_request_docum,corporate_communications_outgoing_letters_status,corporate_communications_outgoing_letters_supplementary,corporate_communications_outgoing_letters_template,corporate_communications_outgoing_letters_timeline,corporate_communications_sectors,department_sender_email,functin,government_circulars_issuing_authority,government_circulars_sections_administrators,if,ra_users	<?php echo $pagename; ?>	create,update,delete,send	0,1,4,5,6,8,7,9,10,13,11,2	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,form_token.php,PHPMailer.php,SMTP.php,Exception.php,corporate_communications_outgoing_letters.php,corporate_communications_outgoing_letters_modal.php,sendsoundajax.php,corporate_communications_outgoing_letters_status_input.php,corporate_communications_outgoing_letters_confirm.php,corporate_communications_outgoing_letters_timeline.php,corporate_communications_outgoing_letters_pdf_form.php,corporate_communications_outgoing_letters_letter.php,corporate_communications_outgoing_letters_letter_no_header.php,corporate_communications_outgoing_letters_shipment_request_pdf.php,corporate_communications_outgoing_letters_deliver_to_postal_pdf.php,corporate_communications_outgoing_letters_deliver_to_agency_pdf.php,corporate_communications_outgoing_letters_return_shipment_pdf.php,corporate_communications_outgoing_letters_return_by_employee_pdf.php,corporate_communications_outgoing_letters_supplementary_letter.php,corporate_communications_outgoing_letters_supplementary_letter_no_header.php,corporate_communications_outgoing_letters_returned_pdf.php,footer.inc.php,government_circulars_issuing_authority_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
corporate_communications_outgoing_lettersBk.php	root	corporate_communications_outgoing_lettersBk		corporate communications outgoing lettersBk	authenticated/unknown		branch	branches,branches_departments,certificate_upload,companies_groups,corporate_communications_outgoing_letters,corporate_communications_outgoing_letters_action,corporate_communications_outgoing_letters_attachments,corporate_communications_outgoing_letters_deliver_to_agency,corporate_communications_outgoing_letters_deliver_to_postal,corporate_communications_outgoing_letters_replies,corporate_communications_outgoing_letters_return_by_employee,corporate_communications_outgoing_letters_return_shipment,corporate_communications_outgoing_letters_shipment_request_docum,corporate_communications_outgoing_letters_status,corporate_communications_outgoing_letters_timeline,corporate_communications_sectors,corporate_communications_sendertitle,department_sender_email,functin,government_circulars_issuing_authority,government_circulars_sections_administrators,if	<?php echo $pagename; ?>	create,update,delete,send	0,1,4,6,8,7,9,10,11,3,2,5	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,form_token.php,PHPMailer.php,SMTP.php,Exception.php,corporate_communications_outgoing_letters.php,corporate_communications_outgoing_letters_status_input.php,sendsoundajax.php,corporate_communications_outgoing_letters_receipt_report.php,corporate_communications_outgoing_letters_timeline.php,corporate_communications_outgoing_letters_pdf_form.php,corporate_communications_outgoing_letters_automatic_reminder_pdf.php,corporate_communications_outgoing_letters_automatic_elevator_pdf.php,corporate_communications_outgoing_letters_department_statement_pdf.php,corporate_communications_outgoing_letters_draft_letter.php,corporate_communications_outgoing_letters_form_returned_pdf.php,corporate_communications_outgoing_letters_letter.php,corporate_communications_outgoing_letters_shipment_request_pdf.php,corporate_communications_outgoing_letters_deliver_to_postal_pdf.php,corporate_communications_outgoing_letters_deliver_to_agency_pdf.php,corporate_communications_outgoing_letters_return_shipment_pdf.php,corporate_communications_outgoing_letters_return_by_employee_pdf.php,footer.inc.php,government_circulars_issuing_authority_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
